Symbol,Name,DowComposite,Nasdaq100,Russell1000,Russell2000,S&P100,S&P500,S&P400,S&P600,WatchList,Sector,Full_Time_Employees,Industry,Previous_Close,Days_Range,Market_Cap,Earnings_Date,_52_Week_Range,Volume,PE_Ratio_TTM,Beta,_1y_Target_Est,EPS_TTM,Forward_Dividend_and_Yield,Ex_Dividend_Date,Open,Avg_Volume
TWO,Two Harbors Investments Corp,0,0,1,0,0,0,0,0,0,,,,15.85,15.66 - 15.96,2.739B,"Feb 5, 2018",13.94 - 17.26,"2,060,674",5.38,0.54,17.00,2.92,1.88 (12.00%),2017-12-22,15.81,"2,275,882"
TWOU,2U Inc,0,0,0,1,0,0,0,0,0,Technology,"1,119",Application Software,67.70,66.61 - 69.47,3.62B,"May 4, 2017",32.77 - 69.47,"390,990",,-0.89,72.18,-0.67,N/A (N/A),,67.97,"393,633"
TWTR,Twitter Inc,0,0,1,0,0,0,0,0,0,Technology,"3,583",Internet Information Providers,24.35,24.93 - 25.85,18.794B,"Feb 7, 2018",14.12 - 25.85,"37,046,059",,1.27,19.94,-0.5,N/A (N/A),,24.94,"19,432,096"
TWX,Time Warner Inc,0,0,1,0,1,1,0,0,0,Services,"25,000",Entertainment - Diversified,91.89,91.35 - 92.16,71.669B,"Feb 6, 2018",85.88 - 103.90,"3,068,271",17.49,0.94,102.18,5.26,1.61 (1.75%),2018-01-09,91.81,"8,472,474"
TXMD,Therapeuticsmd Inc,0,0,0,1,0,0,0,0,0,Healthcare,159,Drug Manufacturers - Major,6.24,6.11 - 6.26,1.331B,,4.34 - 6.97,"1,298,053",,1.42,13.61,-0.39,N/A (N/A),,6.22,"3,182,953"
TXN,Texas Instruments,0,1,1,0,1,1,0,0,0,Technology,"29,865",Semiconductor - Broad Line,110.67,110.58 - 113.00,111.092B,"Jan 23, 2018",73.87 - 113.00,"4,578,159",26.34,1.25,101.41,4.28,2.48 (2.25%),2017-10-30,110.74,"4,453,534"
TXRH,Texas Roadhouse Inc,0,0,0,1,0,0,1,0,0,Services,"52,500",Restaurants,57.41,57.63 - 58.59,4.141B,"Feb 19, 2018",40.28 - 58.59,"707,691",33.65,0.23,56.50,1.73,0.84 (1.48%),2017-12-12,57.96,"710,166"
TXT,Textron Inc,0,0,1,0,0,1,0,0,0,Industrial Goods,"40,000",Aerospace/Defense - Major Diversified,59.09,59.27 - 60.19,15.845B,"Jan 31, 2018",43.66 - 60.19,"1,214,072",26.01,1.46,60.33,2.31,0.08 (0.14%),2017-12-14,59.39,"1,410,852"
TYL,Tyler Technologies,0,0,1,0,0,0,1,0,0,Technology,"4,039",Technical & System Software,187.89,186.90 - 188.65,7.061B,"Feb 6, 2018",143.38 - 188.65,"84,971",55.26,0.91,192.40,3.4,0.00 (0.00%),1990-01-31,187.61,"189,595"
TYPE,Monotype Imag. Hold.,0,0,0,1,0,0,0,1,0,Technology,762,Application Software,25.25,24.95 - 25.50,1.007B,"Feb 15, 2018",15.75 - 25.78,"165,942","8,416.67",1.28,25.88,0.0,0.45 (1.83%),2017-12-29,25.30,"245,455"
UA,Under Armour Inc Class C Comm,0,0,1,0,0,1,0,0,0,Consumer Goods,"6,500",Textile - Apparel Clothing,14.13,13.90 - 14.39,6.453B,"Jan 29, 2018",10.36 - 26.92,"4,573,854",43.51,,16.00,0.32,N/A (N/A),,14.21,"6,443,655"
UAA,Under Armour,0,0,1,0,0,1,0,0,0,,,,15.30,15.00 - 15.60,6.393B,,11.40 - 30.58,"4,627,816",46.52,-0.07,13.91,0.32,N/A (N/A),,15.46,"7,029,368"
UAL,United Continental Holdings,1,0,1,0,0,1,0,0,0,Services,"89,700",Major Airlines,76.45,76.48 - 78.84,23.226B,"Jan 23, 2018",56.51 - 83.04,"4,479,310",12.47,1.01,77.31,6.28,0.00 (0.00%),2008-01-07,76.74,"4,821,606"
UBA,Urstadt Biddle Properties Inc,0,0,0,1,0,0,0,1,0,,,,20.16,20.03 - 20.41,729.139M,"Mar 8, 2018",18.32 - 23.94,"47,559",22.88,0.4,21.67,0.88,1.08 (5.34%),2018-01-04,20.14,"88,482"
UBFO,United Security Bcsh,0,0,0,1,0,0,0,0,0,Financial,132,Regional - Pacific Banks,11.25,11.25 - 11.45,193.34M,"Jan 23, 2018",6.81 - 11.45,"20,944",23.08,0.22,0.00,0.5,0.28 (2.55%),2018-01-03,11.25,"22,995"
UBNK,United Fin Bncp New,0,0,0,1,0,0,0,0,0,Financial,656,Savings & Loans,17.89,17.85 - 18.18,904.232M,"Jan 23, 2018",15.75 - 19.35,"70,588",15.25,0.88,19.90,1.18,0.48 (2.74%),2017-10-26,17.88,"124,539"
UBNT,Ubiquiti Networks I,0,0,0,1,0,0,0,0,0,Technology,725,Wireless Communications,73.75,73.59 - 75.32,5.734B,"Feb 7, 2018",45.71 - 76.93,"493,714",23.41,0.25,53.17,3.15,0.00 (0.00%),2014-10-15,74.07,"332,633"
UBSH,Union Bankshares Cp,0,0,0,1,0,0,0,0,0,Financial,"1,416",Regional - Mid-Atlantic Banks,38.05,37.89 - 38.49,1.673B,"Jan 23, 2018",29.50 - 39.37,"165,352",21.27,1.22,40.83,1.8,0.84 (2.27%),2017-11-10,38.24,"216,331"
UBSI,United Bkshs Inc,0,0,0,1,0,0,1,0,0,Financial,"1,701",Regional - Mid-Atlantic Banks,36.85,36.60 - 37.15,3.874B,"Jan 29, 2018",31.70 - 46.35,"411,097",19.50,1.09,38.67,1.89,1.36 (3.80%),2017-12-07,36.95,"611,898"
UCBI,United Comm Banks,0,0,0,1,0,0,0,1,0,Financial,"2,020",Regional - Mid-Atlantic Banks,30.79,30.75 - 31.37,2.265B,"Jan 23, 2018",24.47 - 31.37,"354,963",20.89,0.9,33.25,1.48,0.40 (1.34%),2017-12-14,30.90,"407,522"
UCFC,United Community Fnl,0,0,0,1,0,0,0,0,0,Financial,442,Savings & Loans,9.60,9.52 - 9.70,477.793M,"Jul 20, 2017",7.81 - 10.23,"35,955",20.96,0.39,10.75,0.46,0.16 (1.73%),2017-11-02,9.65,"80,944"
UCTT,Ultra Clean Holdings,0,0,0,1,0,0,0,0,0,Technology,"1,798",Semiconductor - Specialized,22.75,22.75 - 23.55,779.937M,"Feb 21, 2017",11.86 - 34.59,"827,945",12.34,0.57,33.20,1.88,N/A (N/A),,22.86,"1,420,836"
UDR,United Dominion Realty Trust,0,0,1,0,0,1,0,0,0,Financial,"1,550",REIT - Residential,36.08,35.53 - 36.19,9.822B,"Jan 29, 2018",34.41 - 40.71,"1,587,787",33.81,0.29,40.69,1.06,1.24 (3.41%),2018-01-09,36.04,"1,486,892"
UE,Urban Edge Properties,0,0,0,1,0,0,1,0,0,,,,24.13,23.99 - 24.20,2.734B,"Feb 14, 2018",23.13 - 28.90,"292,141",24.94,0.61,26.17,0.96,0.88 (3.65%),2017-12-14,24.09,"474,714"
UEC,Uranium Energy,0,0,0,1,0,0,0,0,0,Basic Materials,45,Industrial Metals & Minerals,1.69,1.69 - 1.76,268.58M,"Mar 12, 2018",0.96 - 2.00,"1,122,808",,2.13,2.65,-0.13,N/A (N/A),,1.69,"1,578,933"
UEIC,Universal Elect In,0,0,0,1,0,0,0,1,0,Consumer Goods,"3,103",Electronic Equipment,48.45,48.15 - 48.90,694.542M,"Nov 1, 2017",46.05 - 74.85,"37,466",73.45,1.08,70.00,0.66,N/A (N/A),,48.45,"84,457"
UFCS,United Fire Group I,0,0,0,1,0,0,0,1,0,Financial,"1,091",Property & Casualty Insurance,43.70,43.65 - 44.78,1.111B,"Feb 14, 2018",38.98 - 49.74,"47,116",67.27,0.49,51.50,0.66,1.12 (2.58%),2017-11-30,43.69,"57,660"
UFI,Unifi Inc,0,0,0,1,0,0,0,1,0,Industrial Goods,"2,850",Textile Industrial,36.42,36.04 - 37.06,664.235M,"Oct 25, 2017",26.03 - 39.21,"26,342",20.77,0.39,43.50,1.75,0.00 (0.00%),1998-04-29,36.45,"57,325"
UFPI,Universal Forest Prd,0,0,0,1,0,0,0,1,0,Industrial Goods,"9,300","Lumber, Wood Production",37.95,37.57 - 38.53,2.353B,"Feb 20, 2018",25.93 - 39.58,"167,508",21.64,1.95,41.11,1.78,0.34 (0.91%),2017-11-30,37.83,"237,350"
UFPT,U F P Tech Inc,0,0,0,1,0,0,0,0,0,Consumer Goods,805,Packaging & Containers,28.55,28.30 - 29.10,207.855M,"Feb 28, 2018",22.95 - 31.50,"15,415",25.98,0.03,30.00,1.1,N/A (N/A),,28.30,"17,141"
UFS,Domtar Corp,0,0,1,0,0,0,1,0,0,Consumer Goods,"10,000",Paper & Paper Products,51.23,49.60 - 51.06,3.155B,,35.47 - 51.57,"724,809",18.04,1.78,45.69,2.79,1.66 (3.31%),2017-12-29,50.06,"581,357"
UGI,Ugi Corp,0,0,1,0,0,0,1,0,0,Utilities,"13,000",Diversified Utilities,47.60,47.06 - 47.58,8.197B,"Jan 30, 2018",45.04 - 52.00,"692,754",19.24,0.51,49.60,2.46,1.00 (2.09%),2017-12-14,47.53,"720,901"
UHAL,A M E R C O,0,0,1,0,0,0,0,0,0,Services,"12,452",Rental & Leasing Services,377.54,372.17 - 379.89,7.321B,"Feb 6, 2018",338.30 - 400.99,"63,974",22.46,0.71,383.00,16.62,0.00 (0.00%),2017-12-20,378.67,"107,950"
UHS,Universal Health Services,0,0,1,0,0,1,0,0,0,Healthcare,"60,600",Hospitals,114.93,114.82 - 116.82,10.96B,"Feb 27, 2018",95.26 - 129.74,"1,637,289",16.02,0.81,127.24,7.28,0.40 (0.36%),2017-11-30,115.00,"1,021,592"
UHT,Universal Health Realty Income Trust,0,0,0,1,0,0,0,1,0,,,,67.98,66.71 - 68.04,924.476M,"Feb 27, 2018",59.11 - 84.90,"33,886",20.79,0.24,,3.24,2.66 (3.96%),2017-12-15,68.04,"38,801"
UIHC,United Insurance Hld,0,0,0,1,0,0,0,1,0,Financial,167,Property & Casualty Insurance,18.57,18.34 - 18.86,803.338M,"Apr 28, 2017",13.05 - 18.86,"93,899",,1.44,20.17,-0.86,0.24 (1.32%),2017-11-21,18.58,"115,652"
UIS,Unisys Corp,0,0,0,1,0,0,0,0,0,Technology,"21,000",Information Technology Services,9.00,8.85 - 9.05,449.212M,"Jan 24, 2018",6.90 - 15.15,"341,453",,1.71,13.33,-2.33,0.00 (0.00%),1990-06-18,9.00,"434,003"
ULH,Universal Logis Hldg,0,0,0,1,0,0,0,0,0,,,,24.65,24.60 - 25.65,700.769M,"Oct 25, 2017",11.65 - 25.65,"58,777",112.27,1.56,26.00,0.22,0.28 (1.18%),2017-11-03,24.60,"25,376"
ULTA,Ulta Salon Cosmetic,0,1,1,0,0,1,0,0,0,Services,"11,600","Specialty Retail, Other",233.15,233.49 - 237.72,14.475B,,187.96 - 314.86,"1,086,690",30.33,0.78,262.62,7.82,0.00 (0.00%),2012-03-16,233.54,"1,438,019"
ULTI,Ultimate Software,0,0,1,0,0,0,1,0,0,Technology,"3,747",Internet Software & Services,227.16,224.61 - 227.73,6.76B,"Feb 6, 2018",181.59 - 233.42,"229,459",236.20,1.14,231.36,0.96,N/A (N/A),,227.18,"299,171"
UMBF,Ump Financial Corp,0,0,0,1,0,0,1,0,0,Financial,"3,688",Regional - Southwest  Banks,75.83,75.47 - 76.99,3.794B,"Jan 23, 2018",62.27 - 81.55,"111,893",21.28,0.65,77.14,3.58,1.10 (1.51%),2017-12-07,76.16,"203,068"
UMH,Umh Properties,0,0,0,1,0,0,0,0,0,Financial,330,REIT - Diversified,14.00,13.90 - 14.12,488.277M,"Mar 6, 2018",13.65 - 17.90,"114,958",,0.55,17.83,-0.23,0.72 (5.18%),2017-11-14,13.99,"152,157"
UMPQ,Umpqua Holdings Corp,0,0,0,1,0,0,1,0,0,Financial,"4,295",Regional - Pacific Banks,22.13,21.99 - 22.44,4.933B,"Jan 23, 2018",16.65 - 22.86,"1,134,644",21.33,1.04,22.92,1.05,0.72 (3.30%),2017-12-28,22.24,"1,516,339"
UNB,Union Bankshares Inc,0,0,0,1,0,0,0,0,0,Financial,191,Regional - Northeast Banks,50.20,50.00 - 50.50,225.134M,"Jan 16, 2018",39.55 - 55.00,"1,760",25.36,0.28,,1.99,1.16 (2.32%),2017-10-26,50.20,"2,726"
UNF,Unifirst Corp,0,0,0,1,0,0,0,1,0,Consumer Goods,"14,000",Textile - Apparel Clothing,171.50,169.90 - 172.57,3.472B,"Mar 27, 2018",124.85 - 176.15,"42,322",49.70,0.48,181.00,3.44,0.15 (0.09%),2017-12-07,171.75,"63,582"
UNFI,United Nat Foods I,0,0,0,1,0,0,1,0,0,Services,"9,700",Food Wholesale,46.74,46.76 - 47.68,2.39B,"Mar 6, 2018",29.53 - 52.69,"550,864",18.38,1.42,48.18,2.58,N/A (N/A),,46.89,"829,660"
UNH,Unitedhealth Group Inc,1,0,1,0,1,1,0,0,0,Healthcare,"230,000",Health Care Plans,225.39,226.52 - 229.90,221.567B,"Jan 16, 2018",156.09 - 231.77,"3,943,796",25.96,0.53,248.19,8.81,3.00 (1.34%),2017-11-30,227.45,"2,944,812"
UNIT,Uniti Group Inc,0,0,1,0,0,0,1,0,0,,,,16.69,16.31 - 16.88,2.874B,"Feb 21, 2018",13.81 - 29.65,"1,544,347",,,22.00,-0.31,2.40 (14.10%),2017-12-28,16.76,"2,934,363"
UNM,Unumprovident Corp,0,0,1,0,0,1,0,0,0,Financial,"9,400",Accident & Health Insurance,58.22,58.29 - 58.73,13.147B,"Jan 31, 2018",43.55 - 58.73,"997,333",13.75,1.65,57.67,4.26,0.92 (1.60%),2017-10-27,58.61,"1,329,698"
UNP,Union Pacific Corp,1,0,1,0,1,1,0,0,0,Services,"42,127",Railroads,140.35,140.47 - 141.81,111.125B,"Jan 25, 2018",101.06 - 141.81,"3,268,832",24.98,1.06,138.04,5.65,2.66 (1.90%),2017-11-29,140.80,"4,211,838"
UNT,Unit Corp,0,0,0,1,0,0,0,1,0,Basic Materials,"1,216",Oil & Gas Drilling & Exploration,25.50,25.17 - 25.80,1.341B,"Feb 21, 2018",15.29 - 28.48,"286,156",42.39,3.7,26.86,0.6,N/A (N/A),,25.51,"459,588"
UNTY,Unity Bancorp Inc,0,0,0,1,0,0,0,0,0,Financial,175,Money Center Banks,19.85,20.60 - 20.65,218.968M,"Jan 24, 2018",15.35 - 20.95,"1,335",16.00,0.65,,1.29,0.24 (1.22%),2017-12-14,20.60,"12,685"
UNVR,Univar Inc,0,0,1,0,0,0,0,0,0,Basic Materials,"8,700",Chemicals - Major Diversified,31.58,31.38 - 31.75,4.462B,"Feb 20, 2018",26.80 - 33.15,"688,713",132.43,,34.50,0.24,N/A (N/A),,31.71,"789,196"
UPL,Ultra Petroleum Corp.,0,0,0,1,0,0,0,0,0,Basic Materials,166,Independent Oil & Gas,8.43,8.38 - 8.60,1.667B,"Feb 20, 2018",7.18 - 15.75,"1,268,514",25.04,1.79,11.25,0.34,N/A (N/A),,8.45,"2,480,117"
UPLD,Upland Software Inc,0,0,0,1,0,0,0,0,0,Technology,251,Application Software,22.74,22.51 - 23.24,478.464M,"May 12, 2017",10.00 - 25.56,"97,375",,0.45,28.17,-0.95,N/A (N/A),,22.83,"230,315"
UPS,United Parcel Service,1,0,1,0,1,1,0,0,0,Services,"237,040",Air Delivery & Freight Services,133.46,133.00 - 134.33,115.55B,"Feb 1, 2018",102.12 - 134.33,"4,212,455",33.01,0.81,128.04,4.06,3.32 (2.57%),2017-11-10,133.45,"2,914,139"
URBN,Urban Outfitters Inc,0,0,1,0,0,0,1,0,0,Services,"10,320",Apparel Stores,34.24,34.00 - 35.23,3.75B,"Mar 5, 2018",16.19 - 36.10,"2,149,986",23.16,0.8,33.04,1.5,N/A (N/A),,34.44,"3,146,553"
URI,United Rentals,0,0,1,0,0,1,0,0,0,Services,"12,500",Rental & Leasing Services,179.99,179.52 - 182.86,15.299B,"Jan 23, 2018",100.62 - 182.86,"882,618",25.63,3.0,161.43,7.06,N/A (N/A),,180.60,"1,201,960"
USAT,USA Technologies Inc,0,0,0,1,0,0,0,0,0,Technology,91,Technical & System Software,9.40,9.25 - 9.45,504.027M,"Feb 21, 2018",3.80 - 10.10,"293,528",,1.41,10.42,-0.01,N/A (N/A),,9.40,"561,301"
USB,U.S. Bancorp,0,0,1,0,1,1,0,0,0,Financial,"71,191",Regional - Midwest Banks,56.68,56.59 - 57.12,94.558B,"Jan 17, 2018",49.54 - 57.12,"5,339,764",16.96,0.96,58.42,3.36,1.20 (2.14%),2017-12-28,56.96,"5,560,411"
USCR,U S Concrete Inc,0,0,0,1,0,0,0,1,0,Industrial Goods,"2,934",General Building Materials,82.55,81.35 - 82.90,1.296B,"Feb 26, 2018",57.95 - 86.35,"353,982",103.81,1.11,94.71,0.79,N/A (N/A),,82.90,"309,425"
USD,Ultra Semiconductors Proshares,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,
USFD,US Foods Holding,0,0,1,0,0,0,0,0,0,,,,32.10,32.09 - 32.56,6.967B,"Feb 13, 2018",25.43 - 32.96,"1,690,271",27.78,,32.46,1.17,N/A (N/A),,32.26,"2,850,576"
USG,USG Corp,0,0,1,0,0,0,0,0,0,Industrial Goods,"6,600",General Building Materials,39.50,39.14 - 39.61,5.393B,"Jan 30, 2018",25.60 - 41.18,"1,286,771",12.55,1.0,36.06,3.15,0.00 (0.00%),2001-02-21,39.58,"1,244,495"
USLM,U S Lime & Mineral,0,0,0,1,0,0,0,0,0,Industrial Goods,321,General Building Materials,77.61,76.95 - 78.87,431.006M,"Jan 29, 2018",71.61 - 101.40,"4,549",22.11,0.9,,3.5,0.54 (0.70%),2017-11-22,78.78,"18,373"
USM,United States Cellular Corp,0,0,1,0,0,0,0,0,0,Technology,"6,000",Wireless Communications,36.78,36.55 - 37.26,3.15B,"Feb 22, 2018",32.29 - 45.75,"95,745",,1.22,40.75,-3.14,0.00 (0.00%),2013-06-07,36.75,"96,136"
USNA,Usana Health Sciences Inc,0,0,0,1,0,0,0,0,0,Healthcare,"1,788",Drug Related Products,74.45,74.00 - 74.90,1.783B,"Feb 5, 2018",52.55 - 76.15,"38,419",20.52,0.02,81.00,3.62,N/A (N/A),,74.20,"102,201"
USPH,U.S. Physical Therapy,0,0,0,1,0,0,0,1,0,Healthcare,"2,600",Specialized Health Services,74.80,74.20 - 75.65,942.961M,"May 3, 2017",56.50 - 78.00,"40,816",46.67,1.14,71.67,1.61,0.80 (1.11%),2017-11-16,74.80,"56,615"
UTHR,United Therapeutic,0,0,1,0,0,0,1,0,0,Healthcare,750,Drug Manufacturers - Other,142.93,140.43 - 143.45,6.104B,"Feb 20, 2018",112.01 - 169.89,"417,842",12.55,1.22,126.00,11.26,N/A (N/A),,143.31,"394,607"
UTL,Unitil Corp,0,0,0,1,0,0,0,0,0,Utilities,504,Diversified Utilities,43.83,43.28 - 44.42,648.918M,"Feb 1, 2018",43.03 - 52.84,"53,698",22.11,-0.21,48.67,1.99,1.44 (3.31%),2017-11-14,43.81,"67,549"
UTMD,Utah Medical Prod,0,0,0,1,0,0,0,0,0,Healthcare,173,Medical Instruments & Supplies,81.30,81.00 - 83.00,308.81M,"Jan 29, 2018",58.50 - 85.00,"9,997",22.56,0.56,,3.68,1.08 (1.35%),2017-12-14,81.20,"11,542"
UTX,United Technologies Corp,1,0,1,0,1,1,0,0,0,Industrial Goods,"201,600",Aerospace/Defense Products & Services,134.99,135.23 - 136.58,109.069B,"Jan 24, 2018",106.85 - 136.58,"5,214,333",21.19,1.01,137.20,6.45,2.80 (2.08%),2017-11-16,135.61,"3,068,158"
UVE,Universal Insurance Holdings Inc,0,0,0,1,0,0,0,1,0,Financial,483,Property & Casualty Insurance,28.70,28.40 - 29.45,985.078M,"Feb 19, 2018",15.08 - 29.45,"293,560",12.21,0.98,31.00,2.34,0.56 (2.00%),2017-11-24,28.60,"226,836"
UVSP,Univest Corp of Penn,0,0,0,1,0,0,0,0,0,Financial,840,Regional - Northeast Banks,28.65,28.38 - 29.10,827.505M,"Jul 28, 2017",25.65 - 32.35,"257,719",18.66,0.43,30.83,1.53,0.80 (2.80%),2017-12-15,28.70,"134,022"
UVV,Universal Corp,0,0,0,1,0,0,0,1,0,Consumer Goods,"24,000","Tobacco Products, Other",52.25,51.50 - 52.60,1.297B,"May 25, 2017",50.80 - 83.35,"177,703",33.89,1.15,59.00,1.52,2.20 (4.23%),2018-01-05,52.45,"218,738"
V,Visa Inc,1,0,1,0,1,1,0,0,0,,,,119.84,119.71 - 120.35,272.148B,"Feb 1, 2018",80.76 - 120.48,"5,585,787",42.89,1.06,126.75,2.8,0.78 (0.66%),2017-11-16,120.12,"7,571,179"
VAC,Marriot Vacations Worldwide Cor,0,0,0,1,0,0,0,1,0,Services,"11,000",Resorts & Casinos,136.33,136.27 - 138.27,3.624B,"Feb 21, 2018",81.04 - 143.53,"176,625",22.57,1.17,144.14,6.06,1.60 (1.19%),2017-12-20,136.48,"201,463"
VALU,Value Line Inc,0,0,0,1,0,0,0,0,0,Services,183,Publishing - Periodicals,19.25,19.22 - 19.22,186.444M,"Mar 12, 2018",13.26 - 20.00,345,27.38,1.06,,0.7,0.72 (3.73%),2017-10-30,19.22,"2,004"
VAR,Varian Medical Systems,0,0,1,0,0,1,0,0,0,Healthcare,"6,600",Medical Appliances & Equipment,111.53,107.00 - 109.94,9.94B,"Jan 24, 2018",75.54 - 114.09,"1,462,201",40.53,0.73,105.63,2.68,0.00 (0.00%),1998-12-02,107.00,"698,512"
VBIV,Vbi Vaccines Inc CS,0,0,0,1,0,0,0,0,0,Healthcare,88,Biotechnology,4.39,4.34 - 4.47,285.791M,,3.04 - 6.60,"127,911",,2.13,8.92,-0.91,N/A (N/A),,4.43,"261,027"
VBTX,Veritex Holdings,0,0,0,1,0,0,0,0,0,Financial,160,Regional - Southwest  Banks,28.53,28.49 - 29.36,696.646M,"Jan 22, 2018",23.84 - 29.43,"260,460",30.23,1.53,32.25,0.96,N/A (N/A),,28.64,"105,868"
VC,Visteon Corp,0,0,1,0,0,0,0,0,0,Consumer Goods,"10,000",Auto Parts,138.08,137.52 - 139.35,4.293B,"Feb 21, 2018",118.96 - 140.64,"167,719",29.37,1.11,138.86,4.7,0.00 (0.00%),2016-01-25,138.20,"221,359"
VCRA,Vocera Communications Inc,0,0,0,1,0,0,0,0,0,Technology,581,Communication Equipment,29.34,28.45 - 29.62,832.682M,"Oct 25, 2017",19.02 - 32.23,"189,531",,0.26,33.95,-0.95,N/A (N/A),,29.51,"172,755"
VCYT,Veracyte Inc,0,0,0,1,0,0,0,0,0,Healthcare,216,Biotechnology,6.75,6.58 - 6.79,225.684M,"Nov 1, 2017",5.75 - 9.80,"87,289",,2.05,9.40,-0.81,N/A (N/A),,6.74,"178,968"
VDSI,Vasco Data Security,0,0,0,1,0,0,0,1,0,Technology,615,Security Software & Services,14.45,14.25 - 14.55,572.338M,"Feb 12, 2018",11.05 - 15.78,"98,153",67.69,1.85,17.60,0.21,N/A (N/A),,14.50,"184,773"
VEC,Vectrus Inc,0,0,0,1,0,0,0,0,0,Services,"5,600",Business Services,31.94,31.70 - 32.27,354.775M,"May 11, 2017",20.73 - 35.58,"24,755",15.86,1.98,36.33,2.01,N/A (N/A),,32.03,"60,290"
VECO,Veeco Instrument,0,0,0,1,0,0,0,1,0,Technology,716,Semiconductor Equipment & Materials,16.05,15.90 - 16.35,775.245M,"Feb 14, 2018",10.85 - 34.38,"425,703",,0.78,19.83,-1.05,N/A (N/A),,16.15,"821,290"
VEEV,Veeva Systems Inc,0,0,1,0,0,0,0,0,0,Technology,"1,794",Healthcare Information Services,58.06,57.62 - 58.53,8.325B,"Feb 26, 2018",41.30 - 68.07,"732,317",67.79,1.23,65.64,0.86,N/A (N/A),,58.34,"1,129,265"
VER,Vereit Inc,0,0,1,0,0,0,0,0,0,,,,7.51,7.39 - 7.52,7.403B,"Feb 21, 2018",7.39 - 9.12,"5,274,244",,1.01,9.07,-0.13,0.55 (7.32%),2017-12-28,7.48,"9,489,731"
VERI,Veritone Inc,0,0,0,1,0,0,0,0,0,,,,23.18,22.85 - 24.16,375.09M,,7.76 - 74.92,"277,495",,,37.00,-8.64,N/A (N/A),,23.11,"720,679"
VFC,V.F. Corp,0,0,1,0,0,1,0,0,0,Consumer Goods,"69,000",Textile - Apparel Clothing,77.19,77.25 - 78.05,30.743B,"Feb 15, 2018",48.05 - 78.70,"2,016,672",32.72,0.69,74.61,2.38,1.84 (2.42%),2017-12-07,77.36,"2,318,595"
VG,Vonage Holdings,0,0,0,1,0,0,0,1,0,Technology,"1,883",Diversified Communication Services,10.61,10.52 - 11.00,2.506B,"Feb 12, 2018",5.74 - 11.00,"2,540,753",108.51,0.07,11.44,0.1,N/A (N/A),,10.57,"1,665,241"
VGR,Vector Group Ltd,0,0,0,1,0,0,0,0,0,Consumer Goods,"1,425",Cigarettes,21.57,21.52 - 21.69,2.913B,"Apr 28, 2017",18.70 - 23.14,"407,940",68.41,0.45,27.00,0.31,1.60 (7.49%),2017-12-19,21.60,"636,182"
VHC,Virnetx Holding Corp,0,0,0,1,0,0,0,0,0,Technology,20,Internet Software & Services,4.15,3.95 - 4.15,241.228M,"Nov 6, 2017",1.70 - 8.75,"285,938",,0.43,2.88,-0.32,0.00 (0.00%),2010-06-29,4.15,"524,720"
VHI,Valhi Inc,0,0,0,1,0,0,0,0,0,Basic Materials,"2,995",Chemicals - Major Diversified,6.25,6.22 - 6.34,2.12B,"Mar 8, 2018",2.13 - 7.28,"117,555",28.41,4.37,5.00,0.22,0.08 (1.34%),2017-12-05,6.32,"404,877"
VIA,Viacom Inc Cl A,0,0,1,0,0,0,0,0,0,,,,35.65,34.85 - 40.40,14.179B,,28.20 - 49.00,"196,306",8.36,1.62,29.00,4.68,0.80 (2.38%),2017-12-14,35.85,"55,704"
VIAB,Viacom Inc Cl B,0,1,1,0,0,1,0,0,0,Services,"10,750",Entertainment - Diversified,30.81,30.58 - 35.55,13.791B,"Feb 8, 2018",22.13 - 46.72,"12,828,381",7.22,1.89,30.85,4.68,0.80 (2.74%),2017-12-14,30.90,"6,015,131"
VIAV,Viavi Solutions,0,0,0,1,0,0,0,1,0,Technology,"2,700",Communication Equipment,8.87,8.82 - 9.04,2.056B,"Jan 31, 2018",8.32 - 11.89,"2,811,174",25.32,1.73,11.25,0.36,N/A (N/A),,8.90,"2,299,420"
VICR,Vicor Cp,0,0,0,1,0,0,0,1,0,Technology,959,Diversified Electronics,19.85,18.90 - 19.32,755.316M,"Oct 23, 2017",13.90 - 25.65,"43,115",,1.28,13.66,-0.11,0.00 (0.00%),2011-08-05,19.90,"49,512"
VIRT,Virtu Financial Cm A,0,0,0,1,0,0,0,0,0,Financial,148,Investment Brokerage - National,18.80,18.75 - 19.20,3.557B,,13.10 - 19.20,"295,688",,,17.79,-0.04,0.96 (5.20%),2017-11-30,18.90,"598,592"
VIVE,Viveve Medical,0,0,0,1,0,0,0,0,0,,,,4.98,4.85 - 5.09,94.995M,"Aug 9, 2017",3.75 - 11.16,"133,603",,1.04,11.29,-2.13,N/A (N/A),,5.02,"167,607"
VIVO,Meridian Bioscience,0,0,0,1,0,0,0,1,0,Healthcare,640,Diagnostic Substances,15.45,15.20 - 15.55,647.305M,"Nov 8, 2017",10.75 - 17.29,"219,396",30.00,0.56,14.67,0.51,0.50 (3.31%),2017-11-17,15.45,"293,111"
VLGEA,Village Super Mkt,0,0,0,1,0,0,0,0,0,Services,"1,704",Grocery Stores,22.67,22.79 - 23.40,332.277M,"Mar 6, 2018",22.43 - 31.34,"22,487",15.20,0.21,,1.52,1.00 (4.35%),2018-01-03,22.79,"37,157"
